"","river","time","kobs","kest_mean","kest_low","kest_high","kest_sd"
"263","OhioSection3",11,0.715302999682336,0.574365506691667,0.443101627168191,0.720332026103193,0.0702008842654989
"264","OhioSection3",12,1.32748266170077,0.884013266650741,0.689331282166897,1.08836941848154,0.105232314603248
"265","OhioSection3",13,1.63767020775141,1.06036169560152,0.819786588217045,1.31903031568829,0.124753942070885
"266","OhioSection3",14,0.793484840970765,0.490468011335177,0.377378365856978,0.615160995025822,0.0611004022759366
"267","OhioSection3",15,0.977129206244509,0.584093918721165,0.453865511639824,0.733740124988356,0.0719178398815847
"268","OhioSection3",16,0.611297980016446,0.495588733715946,0.377656256389583,0.622544397739092,0.062603643032805
"269","OhioSection3",17,0.45810223689188,0.366430200210378,0.281346176617263,0.452289611309579,0.0446328950542922
"270","OhioSection3",18,0.471976701472842,0.540411124131095,0.413566255577294,0.673765108422497,0.0687770605883868
"271","OhioSection3",19,0.542020084444636,0.501219690192478,0.389597529831953,0.630763930138977,0.0621587014196598
"272","OhioSection3",20,1.13376807552433,0.676638109028073,0.518177992487007,0.848627827716613,0.0815949959413788
"273","OhioSection4",1,1.44295692557675,0.638201405056936,0.460713405867594,0.872368432520421,0.10425317566227
"274","OhioSection4",2,0.861274552491532,0.533970723158492,0.360219807173104,0.768872005110909,0.105199217658324
"275","OhioSection4",3,1.50656357612705,0.472670161431655,0.310860372351144,0.682313590245978,0.0932292364391466
"276","OhioSection4",4,1.41380345681604,0.721235806059151,0.482733493854983,1.04147771633783,0.14313415904325
"277","OhioSection4",5,0.588206459616151,0.330434530586063,0.216903700884231,0.470457574034892,0.0657368653075674
"278","OhioSection4",6,0.969199070530018,0.41652746270439,0.275591049265973,0.603462862704982,0.0845571948855396
"279","OhioSection4",7,1.56771034216348,0.780190680159803,0.520586808033937,1.10531236676477,0.154053604139862
"280","OhioSection4",8,1.23331523438425,0.790133494168572,0.523902374871497,1.15233022966633,0.159299263823018
"281","OhioSection4",9,0.929469549787687,0.376918927033613,0.245602311032241,0.538848578695791,0.0738542124762883
"282","OhioSection4",10,0.527773801194961,0.229106025628951,0.151194080282539,0.325530871314873,0.0467165393017621
"283","OhioSection4",11,0.424299864184789,0.268094990753669,0.178592445561086,0.385478617503368,0.0532820257440834
"284","OhioSection4",12,0.913304351614735,0.456458009918773,0.298123649527078,0.656230497111955,0.0917280423118848
"285","OhioSection4",13,1.31744680303212,0.438951097377848,0.28638485995912,0.628813747594477,0.0886271004442166
"286","OhioSection4",14,0.504159826704364,0.406078017406809,0.271587183934899,0.594379761699167,0.0828791560966902
"287","OhioSection4",15,0.62423034962144,0.244563753715678,0.161848299048471,0.349556332189196,0.0492098508476817
"288","OhioSection4",16,0.384387689728059,0.341969970090246,0.225337838190463,0.50129774131409,0.0696499335992773
"289","OhioSection4",17,0.331124401682293,0.234124370867901,0.155987122852036,0.339615525890902,0.0476446668138465
